rank	title	composer	category	year	stars
1412	6 Piano Sonatinas	Muzio Clementi	Piano Sonata		1
1413	Canzon per sonar primi toni	Giovanni Gabrieli	Unsorted Orchestral		1
1414	Dixit Dominus	Alessandro Scarlatti	Choral orchestral		1
1415	My Ladye Nevells Booke	William Byrd	Piano Sonata	1591	1
1416	Piano Sextet in D Major, Op. 110	Felix Mendelssohn	Sextet	1824	1
1417	String Quartet No. 10 in E-flat Major, Op. 51 (B. 92)	Antonín Dvořák	String Quartet	1879	1
1418	String Quartet No. 2, Sz. 67	Béla Bartók	String Quartet	1917	1
1419	Piano Concerto No. 17 in G Major, K. 453	Wolfgang Amadeus Mozart	Piano Concerto	1784	1
1420	Violin Sonata No. 1 in D Minor, Op. 75	Camille Saint-Saëns	Violin Sonata	1885	1
1421	Les Huguenots	Giacomo Meyerbeer	Opera	1836	1
1422	Concert champêtre, FP 49	Francis Poulenc	Harpsichord conceto	1928	1
1423	Ich hatte viel Bekümmernis, BWV 21	Johann Sebastian Bach	Choral orchestral	1713	1
1424	Mikrokosmos, Sz. 107, BB 105	Béla Bartók	Piano Sonata	1939	1
1425	Cello Concerto No. 2 in A Major, G. 475	Luigi Boccherini	Cello Concerto		1
1426	Symphony in B-flat Major, Op. 20	Ernest Chausson	Symphony	1890	1
1427	Symphony No. 80 in D Minor, Hoboken 1/80	Joseph Haydn	Symphony	1784	1
1428	Mythes, Op. 30	Karol Szymanowski	Violin Sonata	1921	1
1429	Ascension Oratorio (Lobet Gott in seinen Reichen), BWV 11	Johann Sebastian Bach	Choral orchestral	1735	1
1430	Utrecht Te Deum and Jubilate, HWV 278-279	George Frideric Handel	Choral orchestral	1713	1
1431	Tamara	Mily Balakirev	Symphonic Poem	1882	1
1432	Geistliches Lied, Op. 30	Johannes Brahms	Choral orchestral	1856	1
1433	String Quartet No. 1	Elliott Carter	String Quartet	1951	1
1434	Missa L'homme Armé Sexti Toni	Josquin des Prez	Mass / Requiem		1
1435	Missa Ecce sacerdos magnus	Giovanni Pierluigi da Palestrina	Mass / Requiem		1
1436	O magnum mysterium	Adrian Willaert	Chant		1
1437	String Quartet No. 3 in A Major, Op. 41 No. 3	Robert Schumann	String Quartet	1842	1
1438	Ainsi la nuit (Thus the Night)	Henri Dutilleux	String Quartet	1976	1
1439	Cello Sonata No. 2 in D Major, Op. 58	Felix Mendelssohn	Cello Sonata	1843	1
1440	Jenůfa	Leoš Janáček	Opera	1902	1
1441	Saint François d'Assise	Olivier Messiaen	Opera	1983	1
1442	Le Grand Macabre	György Ligeti	Opera	1977	1
1443	The Cunning Little Vixen	Leoš Janáček	Opera	1923	1
1444	Mittwoch aus Licht (Wednesday from Light)	Karlheinz Stockhausen	Opera	1997	1
1445	Three Pieces for Orchestra (Drei Orchesterstücke), Op. 6	Alban Berg	Unsorted Orchestral	1915	1
1446	Piano Sonata, Op. 1	Henri Dutilleux	Piano Sonata	1948	1
1447	Grande sonate 'Les quatre âges', Op. 33	Charles-Valentin Alkan	Piano Sonata	1847	1
1448	Jauchzet Gott in allen Landen, BWV 51	Johann Sebastian Bach	Choral orchestral	1730	1
1449	3 Chansons de Bilitis, L. 90	Claude Debussy	Lieder / Song	1898	1
1450	String Quintet No. 3 in E-flat Major, Op. 97	Antonín Dvořák	String Quintet	1893	1
1451	Concerts royaux	François Couperin	Unsorted Orchestral	1715	1
1452	Lamento	Henri Duparc	Lieder / Song	1883	1
1453	Impromptus	Gabriel Fauré	Piano Sonata	1909	1
1454	String Quintet No. 2 in B-flat Major, Op. 87	Felix Mendelssohn	String Quintet	1845	1
1455	Shéhérazade	Maurice Ravel	Lieder / Song	1904	1
1456	Orchestral Suite No. 3 in G Major, Op. 55	Pyotr Ilyich Tchaikovsky	Unsorted Orchestral	1884	1
1457	Italienisches Liederbuch	Hugo Wolf	Lieder / Song	1891	1
1458	String Trio, Op. 20	Anton Webern	String Trio	1927	1
1459	Overture in the French Style (Ouvertüre nach Französischer Art), BWV 831	Johann Sebastian Bach	Piano Sonata	1733	1
1460	Toccata and Fugue in F Major (Dorian), BWV 540	Johann Sebastian Bach	Organ		1
1461	Cello Sonata	Elliott Carter	Cello Sonata	1948	1
1462	Trio for Violin, Horn and Piano	György Ligeti	Piano Trio	1982	1
1463	The Epic of Gilgamesh (Gilgameš), H. 351	Bohuslav Martinů	Choral orchestral	1955	1
1464	La Lontananza Nostalgica Utopica Futura	Luigi Nono	Unsorted Orchestral	1989	1
1465	Missa Mi-Mi	Johannes Ockeghem	Mass / Requiem		1
1466	Western Wind Mass	John Taverner	Mass / Requiem		1
1467	Toward the Sea	Toru Takemitsu	Unsorted Chamber	1981	1
1468	Euridice	Jacopo Peri	Opera	1600	1
1469	12 Concerti grossi	Pietro Locatelli	Unsorted Orchestral		1
1470	Strasbourg Manuscript	Johann Jakob Froberger	Piano Sonata		1
1471	Pièces de Clavecin	Jean-Philippe Rameau	Piano Sonata	1727	1
1472	Chamber Symphony No. 1 (Kammersymphonie), Op. 9	Arnold Schoenberg	Symphony	1906	1
1473	Fantasy No. 1 with Fugue in C Major (Fantasie), K. 394	Wolfgang Amadeus Mozart	Piano Sonata	1782	1
1474	Violin Sonata No. 25 in F Major, K. 377 (K. 374e)	Wolfgang Amadeus Mozart	Violin Sonata	1781	1
1475	Cello Sonata No. 2, Op. 117	Gabriel Fauré	Cello Sonata	1921	1
1476	Les Troyens (The Trojans), H 133	Hector Berlioz	Opera	1858	1
1477	Second Essay for Orchestra, Op. 17	Samuel Barber	Unsorted Orchestral	1942	1
1478	Central Park in the Dark, Op. 34	Charles Ives	Unsorted Orchestral	1906	1
1479	Fantasiestücke, Op. 12	Robert Schumann	Piano Sonata	1837	1
1480	Ein feste Burg ist unser Gott, BWV 80	Johann Sebastian Bach	Choral orchestral	1731	1
1481	String Quintet in F Major, WAB 112	Anton Bruckner	String Quintet	1879	1
1482	Anthèmes	Pierre Boulez	String solo	1997	1
1483	Rituel in memoriam Bruno Maderna	Pierre Boulez	Unsorted Orchestral	1975	1
1484	Grand Pianola Music	John Adams	Unsorted Orchestral	1982	1
1485	Coro	Luciano Berio	Voice and Orchestra	1976	1
1486	La Bonne Chanson, Op. 61	Gabriel Fauré	Lieder / Song	1894	1
1487	Piano Quintet, SO 610	Leo Ornstein	Piano Quintet		1
1488	Polymorphia	Krzysztof Penderecki	Unsorted Orchestral	1961	1
1489	The Gondoliers	Arthur Sullivan	Opera	1889	1
1490	Studies on Chopin's Études	Leopold Godowsky	Piano Sonata	1914	1
1491	Variations in F Minor (Un Piccolo Divertimento)	Joseph Haydn	Piano Sonata	1793	1
1492	Requiem for String Orchestra	Toru Takemitsu	Unsorted Orchestral	1957	1
1493	Harpsichord conceto in A Major	Carlos Seixas	Harpsichord conceto		1
1494	Symphony No. 3 in F Major	Anton Reicha	Symphony	1808	1
1495	Jesu, Rex admirabilis	Giovanni Pierluigi da Palestrina	Chant		1
1496	12 Concerti Grossi	Francesco Geminiani	Unsorted Orchestral		1
1497	Stabat Mater	Alessandro Scarlatti	Choral orchestral	1724	1
1498	Sento nel core	Alessandro Scarlatti	Choral orchestral		1
1499	Symphony No. 1	Arnold Bax	Symphony	1922	1
1500	Symphony No. 3	Krzysztof Penderecki	Symphony	1995	1
1501	String Quartet No. 14 in A-flat Major, Op. 105, B. 193	Antonín Dvořák	String Quartet	1895	1
1502	String Quartet No. 2 in A Minor, Op. 13	Felix Mendelssohn	String Quartet	1827	1
1503	String Quartet No. 5, W 263	Heitor Villa-Lobos	String Quartet	1931	1
1504	String Quartet No. 14 in G Major (Spring), K. 387	Wolfgang Amadeus Mozart	String Quartet	1782	1
1505	Keyboard Concerto No. 11 in D Major, H. XVIII/11	Joseph Haydn	Piano Concerto	1783	1
1506	Piano Sonata No. 3 in F Minor (Grand Sonata No.3), Op. 14	Robert Schumann	Piano Sonata	1836	1
1507	Papillons, Op. 2	Robert Schumann	Piano Sonata	1831	1
1508	Werther	Jules Massenet	Opera	1887	1
1509	Lady Macbeth of the Mtsensk District, Op. 29	Dmitri Shostakovich	Opera	1932	1
1510	Passacaglia, Op. 1	Anton Webern	Unsorted Orchestral	1908	1
1511	Rosamunde Overture, D. 797	Franz Schubert	Unsorted Orchestral	1823	1
1512	Éclairs sur l'au-delà...	Olivier Messiaen	Unsorted Orchestral	1991	1
1513	Essay for Orchestra, Op. 12	Samuel Barber	Unsorted Orchestral	1938	1
1514	Cantus Arcticus, Op. 61	Einojuhani Rautavaara	Unsorted Orchestral	1972	1
1515	La serva padrona	Giovanni Battista Pergolesi	Opera	1733	1
1516	Il pirata	Vincenzo Bellini	Opera	1827	1
1517	Piano Sonata No. 3, Op. 5	Johannes Brahms	Piano Sonata	1853	1
1518	Invitation to the Dance (Aufforderung zum Tanz), Op. 65, J. 260	Carl Maria von Weber	Piano Sonata	1819	1
1519	Piano Sonata	Paul Dukas	Piano Sonata	1900	1
1520	Fantaisie for piano and orchestra, L. 73	Claude Debussy	Piano Concerto	1890	1
1521	Piano Concerto No. 4 in D Minor, Op. 70	Anton Rubinstein	Piano Concerto	1864	1
1522	Laß, Fürstin, laß noch einen Strahl, BWV 198	Johann Sebastian Bach	Choral orchestral	1727	1
1523	Concerto Grosso No. 1	Ernest Bloch	Unsorted Orchestral	1925	1
1524	Bassoon Concerto	Sofia Gubaidulina	Wind Concerto	1975	1
1525	Akhnaten	Philip Glass	Opera	1983	1
1526	From Jewish Folk Poetry, Op. 79	Dmitri Shostakovich	Lieder / Song	1948	1
1527	Variations and Fugue on a Theme of Hiller, Op. 100	Max Reger	Unsorted Orchestral	1907	1
1528	Violin Concerto, Op. 101	Max Reger	Violin Concerto	1908	1
1529	Italian Serenade	Hugo Wolf	String Quartet	1887	1
1530	Mörike-Lieder	Hugo Wolf	Lieder / Song	1888	1
1531	Catulli Carmina	Carl Orff	Voice and Orchestra	1943	1
1532	Chichester Psalms	Leonard Bernstein	Choral orchestral	1965	1
1533	The Tale of Tsar Saltan	Nikolai Rimsky-Korsakov	Opera	1900	1
1534	Symphony No. 2 (Ocean), Op. 42	Anton Rubinstein	Symphony	1851	1
1535	Pli selon pli	Pierre Boulez	Voice and Orchestra	1962	1
1536	Missa Gloria tibi Trinitas	John Taverner	Mass / Requiem		1
1537	Le jeu de Robin et Marion	Adam de la Halle	Unsorted Orchestral		1
1538	Spanish Dances	Pablo de Sarasate	Violin Sonata		1
1539	Je suis déshéritée	Claude Le Jeune	Chant		1
1540	Le Parnasse Musical	Johann Caspar Ferdinand Fischer	Piano Sonata		1
1541	Piano Concerto in A-flat Major, Op. 2	Ignacy Feliks Dobrzyński	Piano Concerto	1824	1
1542	Opelo	Stevan Mokranjac	Mass / Requiem	1888	1
1543	String Quartet No. 4 in E Minor, Op. 44 No. 2	Felix Mendelssohn	String Quartet	1837	1
1544	Idomeneo, K. 366	Wolfgang Amadeus Mozart	Opera	1781	1
1545	Khovanshchina	Modest Mussorgsky	Opera	1880	1
1546	Ariadne auf Naxos, Op. 60	Richard Strauss	Opera	1912	1
1547	Im Sommerwind	Anton Webern	Unsorted Orchestral	1904	1
1548	Serenade for Strings, Op. 6	Josef Suk	Unsorted Orchestral	1892	1
1549	The Wooden Prince, Sz. 60	Béla Bartók	Ballet	1917	1
1550	Variations sérieuses, Op. 54	Felix Mendelssohn	Piano Sonata	1841	1
1551	Piano Concerto No. 18 in B-flat Major, K. 456	Wolfgang Amadeus Mozart	Piano Concerto	1784	1
1552	Sextet in C Major, Op. 37	Ernő Dohnányi	Sextet	1948	1
1553	"Variations on ""I Got Rhythm"""	George Gershwin	Piano Concerto	1934	1
1554	Symphony No. 95 in C Minor, Hoboken I/95	Joseph Haydn	Symphony	1791	1
1555	Konzertmusik for Brass and String Orchestra, Op. 50	Paul Hindemith	Unsorted Orchestral	1930	1
1556	Egdon Heath, Op. 47, H. 172	Gustav Holst	Symphonic Poem	1927	1
1557	Spanisches Liederbuch	Hugo Wolf	Lieder / Song	1890	1
1558	John of Damascus, Op. 1	Sergei Taneyev	Choral orchestral	1884	1
1559	Gesang der Parzen (Song of the Fates), Op. 89	Johannes Brahms	Voice and Orchestra	1882	1
1560	Concerto for Orchestra	Elliott Carter	Unsorted Orchestral	1969	1
1561	3 Romances sans Paroles, Op. 17	Gabriel Fauré	Piano Sonata	1878	1
1562	Eclogue for Piano and String Orchestra, Op. 10	Gerald Finzi	Unsorted Orchestral	1957	1
1563	Intolleranza 1960	Luigi Nono	Opera	1961	1
1564	Violin Concerto in B-flat Major	Giovanni Battista Pergolesi	Violin Concerto		1
1565	12 Etudes, W 235	Heitor Villa-Lobos	String solo	1928	1
1566	Five Preludes, W 419	Heitor Villa-Lobos	String solo	1940	1
1567	Concerto for Viola d'amore, Oboe d'amore and Flute, TWV 53:E1	Georg Philipp Telemann	Unsorted Orchestral		1
1568	November Steps	Toru Takemitsu	Unsorted Orchestral	1967	1
1569	Piano Sonata No. 8 in B-flat Major, Op. 84	Sergei Prokofiev	Piano Sonata	1944	1
1570	Cello Sonata No. 1, Op. 109	Gabriel Fauré	Cello Sonata	1917	1
1571	Billy Budd, Op. 50	Benjamin Britten	Opera	1951	1
1572	Sonata for Solo Violin, Sz. 117, BB 124	Béla Bartók	String solo	1944	1
1573	Cello suites, Op. 72, 80 and 87	Benjamin Britten	String solo	1971	1
1574	Schelomo (Rhapsodie Hébraïque for Violoncello and Orchestra)	Ernest Bloch	Cello Concerto	1916	1
1575	...explosante-fixe...	Pierre Boulez	Unsorted Orchestral	1972	1
1576	Piano Sonata No. 2	Pierre Boulez	Piano Sonata	1948	1
1577	Harmonium	John Adams	Unsorted Orchestral	1981	1
1578	Le Grand Pieces de Violes	François Couperin	Unsorted Instrument Sonatas	1728	1
1579	Symphony No. 92 in G Major (Oxford Symphony), Hoboken I/92	Joseph Haydn	Symphony	1789	1
1580	Hamlet, Op. 67	Pyotr Ilyich Tchaikovsky	Unsorted Orchestral	1888	1
1581	Mass	Igor Stravinsky	Mass / Requiem	1948	1
1582	Sextet for Piano and Wind Quintet, FP 100	Francis Poulenc	Sextet	1932	1
1583	Missa Tous les regretz	Orlande de Lassus	Mass / Requiem		1
1584	Lute Sonatas	Sylvius Leopold Weiss	String solo		1
1585	A Flock Descends into the Pentagonal Garden	Toru Takemitsu	Unsorted Orchestral	1977	1
1586	Samstag aus Licht (Saturday from Light)	Karlheinz Stockhausen	Opera	1983	1
1587	Kołysanka	Andrzej Panufnik	Unsorted Orchestral	1947	1
1588	Now Does the Glorious Day Appear, Z. 332	Henry Purcell	Voice and Orchestra	1689	1
1589	Symphony No. 88 in G Major, H. 1/88	Joseph Haydn	Symphony	1787	1
1590	String Quartet No. 5 in B-flat Major, Op. 92	Dmitri Shostakovich	String Quartet	1952	1
1591	Konzertstück in F Minor, Op. 79, J. 282	Carl Maria von Weber	Piano Concerto	1821	1
1592	Die Frau ohne Schatten, Op. 65	Richard Strauss	Opera	1917	1
1593	La fille du régiment (The Daughter of the Regiment)	Gaetano Donizetti	Opera	1840	1
1594	Five Pieces for Orchestra (Fünf Orchesterstücke), Op. 16	Arnold Schoenberg	Unsorted Orchestral	1909	1
1595	Piano Sonata, Hob. XVI/49	Joseph Haydn	Piano Sonata	1790	1
1596	Azulejos	Isaac Albéniz	Piano Sonata	1909	1
1597	Contrasts, Sz. 111, BB 116	Béla Bartók	Piano Trio	1938	1
1598	Black Angels	George Crumb	String Quartet	1970	1
1599	Symphony No. 2 in E, Op. 40	Ernő Dohnányi	Symphony	1944	1
1600	The Dream of Gerontius, Op. 38	Edward Elgar	Choral orchestral	1900	1
1601	Violin Sonata No. 2 in F Minor, Op. 6	George Enescu	Violin Sonata	1899	1
1602	String Quintet No. 1 in A Major, Op. 18	Felix Mendelssohn	String Quintet	1826	1
1603	Frauenliebe und -leben, Op. 42	Robert Schumann	Lieder / Song	1840	1
1604	Symphony No. 6 in B Minor, Op. 54	Dmitri Shostakovich	Symphony	1939	1
1605	Ludi Musici	Samuel Scheidt	Unsorted Orchestral	1621	1
1606	Symphony No. 5 (Concerto Grosso No. 4)	Alfred Schnittke	Symphony	1988	1
1607	The Wise Virgins	William Walton	Ballet	1940	1
1608	String Quartets, Op. 64	Joseph Haydn	String Quartet	1790	1
1609	String Quartet No. 4 (Buczak)	Philip Glass	String Quartet	1989	1
1610	The Peacock (Variations on a Hungarian Folksong)	Zoltán Kodály	Unsorted Orchestral	1939	1
1611	String Quartet No. 1, Op. 51	Charles Koechlin	String Quartet	1913	1
1612	L'ascension	Olivier Messiaen	Unsorted Orchestral	1933	1
1613	Kanon Pokajanen	Arvo Pärt	Chant	1997	1
1614	Summa	Arvo Pärt	Unsorted Orchestral	1991	1
1615	Etude de Concert, Op. 13	Gabriel Pierné	Piano Sonata	1887	1
1616	Symphony No. 3 in F Major (Im Walde), Op. 153	Joachim Raff	Symphony	1869	1
1617	Piano Concerto in F-sharp Minor, Op. 1	Norbert Burgmüller	Piano Concerto	1829	1
1618	The School of Velocity	Carl Czerny	Piano Sonata	1833	1
1619	Lamentations of Jeremiah	Antoine Brumel	Chant		1
1620	Stabat Mater	Domenico Scarlatti	Choral orchestral	1715	1
1621	Four Hungarian Folksongs for Mixed Chorus, Sz. 93	Béla Bartók	Lieder / Song		1
1622	Mystère de l'instant	Henri Dutilleux	Unsorted Orchestral	1989	1
1623	I vespri siciliani (Les vêpres siciliennes)	Giuseppe Verdi	Opera	1855	1
1624	Humoreske in B-flat Major, Op. 20	Robert Schumann	Piano Sonata	1839	1
1625	Dance Suite (Táncszvit), Sz. 77, BB 86a	Béla Bartók	Unsorted Orchestral	1923	1
1626	Piano Concerto, Op. 38	Samuel Barber	Piano Concerto	1962	1
1627	Piano Concerto in D Major	Franz Berwald	Piano Concerto	1855	1
1628	Symphony No. 1	Henri Dutilleux	Symphony	1951	1
1629	Tout un monde lointain...	Henri Dutilleux	Cello Concerto	1970	1
1630	Petite Symphonie	Charles Gounod	Symphony	1885	1
1631	The Cloud Messenger, Op. 30	Gustav Holst	Voice and Orchestra	1912	1
1632	Piano Trio No. 2 in C Minor, Op. 66	Felix Mendelssohn	Piano Trio	1845	1
1633	Lobgesang No. 2 in B-flat Major, Op. 52	Felix Mendelssohn	Symphony	1840	1
1634	String Quintet No. 5 in D Major, K. 593	Wolfgang Amadeus Mozart	String Quintet	1790	1
1635	Adagio and Rondo concertante in F Major, D. 487	Franz Schubert	Piano Quartet	1816	1
1636	5 Lieder, Op. 39	Richard Strauss	Lieder / Song	1898	1
1637	Symphony No. 4, Op. 47/112	Sergei Prokofiev	Symphony	1947	1
1638	Cantata for the 20th Anniversary of the October Revolution, Op. 74	Sergei Prokofiev	Voice and Orchestra	1936	1
1639	Piano Sonata in A-flat Major, Hob. XVI/46	Joseph Haydn	Piano Sonata	1770	1
1640	Capriccio for Piano and Orchestra	Igor Stravinsky	Piano Concerto	1929	1
1641	Threni	Igor Stravinsky	Choral orchestral	1958	1
1642	String Quartet No. 2, Op. 56	Karol Szymanowski	String Quartet	1927	1
1643	Septet No. 1 in D Minor, Op. 74	Johann Nepomuk Hummel	Septet	1816	1
1644	Mládí (Youth)	Leoš Janáček	Sextet	1924	1
1645	Flos Campi	Ralph Vaughan Williams	Choral orchestral	1925	1
1646	Symphony No. 2 (St. Florian)	Alfred Schnittke	Symphony	1979	1
1647	De Temporum Fine Comoedia	Carl Orff	Opera	1972	1
1648	Limited Approximations	Georg Friedrich Haas	Unsorted Orchestral	2010	1
1649	Harawi	Olivier Messiaen	Lieder / Song	1945	1
1650	Helios Overture, Op. 17	Carl Nielsen	Unsorted Orchestral	1903	1
1651	Uaxuctum	Giacinto Scelsi	Voice and Orchestra	1966	1
1652	Structures	Pierre Boulez	Piano duet / Piano four hands	1961	1
1653	Jonchaies	Iannis Xenakis	Unsorted Orchestral	1977	1
1654	Suite on Finnish Themes	Dmitri Shostakovich	Unsorted Orchestral	1939	1
1655	The Crown Diamonds (Les diamants de la couronne)	Daniel Auber	Opera	1833	1
1656	Laterna Magica	Kaija Saariaho	Unsorted Orchestral	2008	1
1657	Chamber Symphony No. 2, Op. 38	Arnold Schoenberg	Symphony	1939	1
1658	Symphony No. 3	Witold Lutosławski	Symphony	1983	1
1659	Piano Quintet in E-flat Major, Op. 87	Johann Nepomuk Hummel	Piano Quintet	1802	1
1660	Violin Sonata No. 8 in G Major, Op. 30	Ludwig van Beethoven	Violin Sonata	1802	1
1661	Falstaff	Giuseppe Verdi	Opera	1893	1
1662	The Nose	Dmitri Shostakovich	Opera	1928	1
1663	In Nature's Realm, Op. 91, B. 168	Antonín Dvořák	Unsorted Orchestral	1891	1
1664	Serenade No. 2, Op. 16	Johannes Brahms	Unsorted Orchestral	1859	1
1665	Billy the Kid	Aaron Copland	Ballet	1938	1
1666	Daphne, Op. 82	Richard Strauss	Opera	1937	1
1667	Variations on a Theme by Tchaikovsky, Op. 35a	Anton Arensky	Unsorted Orchestral	1894	1
1668	Symphony in One Movement, Op. 9	Samuel Barber	Symphony	1936	1
1669	Naïve and Sentimental Music	John Adams	Unsorted Orchestral	1998	1
1670	String Quartet No. 6	Luigi Cherubini	String Quartet		1
1671	Métaboles	Henri Dutilleux	Unsorted Orchestral	1964	1
1672	Symphonie Concertante in B Minor, Op. 8	George Enescu	Cello Concerto	1901	1
1673	The Hymn of Jesus, Op. 37	Gustav Holst	Choral orchestral	1917	1
1674	Psalm 23, D. 706	Franz Schubert	Choral orchestral	1820	1
1675	Introduction and Allegro, Op. 134	Robert Schumann	Piano Concerto	1853	1
1676	Symphony No. 13 in B-flat Minor (Babi Yar), Op. 113	Dmitri Shostakovich	Symphony	1962	1
1677	Concerto for String Quartet and Orchestra	Arnold Schoenberg	Unsorted Orchestral	1933	1
1678	Concert Suite, Op. 28	Sergei Taneyev	Violin Concerto	1909	1
1679	On an Overgrown Path (Po zarostlém chodníčku)	Leoš Janáček	Piano Sonata	1911	1
1680	English Folk Song Suite	Ralph Vaughan Williams	Unsorted Orchestral	1923	1
1681	Symphony No. 6 in E Minor	Ralph Vaughan Williams	Symphony	1947	1
1682	Symphony No. 2	Philip Glass	Symphony	1994	1
1683	Síppal, dobbal, nádihegedüvel	György Ligeti	Lieder / Song	2000	1
1684	Symphony No. 1 in C Minor, Op. 3	Nikolai Myaskovsky	Symphony	1908	1
1685	Cello Sonata No. 2, SO 613	Leo Ornstein	Cello Sonata		1
1686	Les Citations	Henri Dutilleux	Unsorted Chamber	1985	1
1687	Crippled Symmetry	Morton Feldman	Unsorted Chamber	1983	1
1688	Piano Trio No. 2 in C Major, Op. 87	Johannes Brahms	Piano Trio	1882	1
1689	Piano Concerto No. 2 in A Major	Carl Loewe	Piano Concerto	1827	1
1690	The Midsummer Marriage	Michael Tippett	Opera	1955	1
1691	6 Symphonies, Op. 7	Carl Friedrich Abel	Symphony	1767	1
1692	Concerto for Orchestra	Jennifer Higdon	Unsorted Orchestral	2002	1
1693	Nonet No. 2, H. 374	Bohuslav Martinů	Unsorted Chamber	1959	1
1694	Piano Concerto No. 1 in B-flat Minor, Op. 32	Xaver Scharwenka	Piano Concerto	1876	1
1695	Le comte Ory	Gioachino Rossini	Opera	1828	1
1696	Ancient Airs and Dances No. 1 (Antiche arie e danze)	Ottorino Respighi	Unsorted Orchestral	1917	1
1697	Le corsaire overture, H 101	Hector Berlioz	Unsorted Orchestral	1844	1
1698	6 Variations in F Major, Op. 34	Ludwig van Beethoven	Piano Sonata	1802	1
1699	Mallorca, Op. 202	Isaac Albéniz	Piano Sonata		1
1700	Septet in E-flat Major, Op. 20	Ludwig van Beethoven	Septet	1800	1
1701	Shaker Loops	John Adams	Unsorted Orchestral	1983	1
1702	The Kingdom, Op. 51	Edward Elgar	Choral orchestral	1906	1
1703	Sinfonia da Requiem, Op. 20	Benjamin Britten	Symphony	1940	1
1704	Concerto for Two Pianos and Orchestra in A-flat Major	Felix Mendelssohn	Double Concerto	1824	1
1705	Symphony No. 2 in C Major, Op. 61	Robert Schumann	Symphony	1846	1
1706	Luonnotar, Op. 70	Jean Sibelius	Voice and Orchestra	1913	1
1707	Piano Trio No. 1 in F Major, Op. 18	Camille Saint-Saëns	Piano Trio	1864	1
1708	In Memoriam for English Horn, Harp and String Quartet	Arnold Bax	Sextet	1916	1
1709	11 Chorale Preludes, Op. 122	Johannes Brahms	Organ	1896	1
1710	13 Canons, Op. 113	Johannes Brahms	Chant	1891	1
1711	Trois Mélodies, Op. 7	Gabriel Fauré	Lieder / Song	1877	1
1712	Piano Concerto No. 3 in E-flat Major, H. 32	John Field	Piano Concerto	1811	1
1713	Symphony No. 2 in A Major	Vasily Kalinnikov	Symphony	1897	1
1714	Psalm 90	Charles Ives	Choral orchestral	1924	1
1715	The Seven Stars Symphony	Charles Koechlin	Symphony	1933	1
1716	Rapsodie Norvégienne	Édouard Lalo	Unsorted Orchestral	1879	1
1717	Piano Concerto No. 3 in E Minor (Ballade), Op. 60	Nikolai Medtner	Piano Concerto	1943	1
1718	Cello Concerto in C Minor, Op. 66	Nikolai Myaskovsky	Cello Concerto	1945	1
1719	Berliner Messe	Arvo Pärt	Mass / Requiem	1990	1
1720	Miserere	Arvo Pärt	Choral orchestral	1992	1
1721	De Natura Sonoris No. 1	Krzysztof Penderecki	Unsorted Orchestral	1966	1
1722	Concierto Madrigal	Joaquín Rodrigo	Unsorted Orchestral	1966	1
1723	String Quartet No. 4	Giacinto Scelsi	String Quartet	1964	1
1724	Natura Renovatur	Giacinto Scelsi	Unsorted Orchestral	1967	1
1725	Sur Incises	Pierre Boulez	Unsorted Orchestral	1998	1
1726	Neither	Morton Feldman	Opera	1977	1
1727	Keqrops	Iannis Xenakis	Piano Concerto	1986	1
1728	Piano Trio No. 2 in G Major, Op. 112	Joachim Raff	Piano Trio	1863	1
1729	Magnificat in C Major	Johann Kuhnau	Choral orchestral		1
1730	6 Keyboard Quintets	Antonio Soler	Piano Quintet	1766	1
1731	Keyboard Sonatas	Antonio Soler	Piano Sonata		1
1732	Blue Cathedral	Jennifer Higdon	Unsorted Orchestral		1
1733	Missa Alma Redemptoris Mater	Leonel Power	Mass / Requiem		1
1734	Piano Concerto No. 3 (Gift of Dreams)	Einojuhani Rautavaara	Piano Concerto	1998	1
1735	Médée	Luigi Cherubini	Opera	1797	1
1736	String Quartet No. 1 in F Major, Op. 18 No. 1	Ludwig van Beethoven	String Quartet	1800	1
1737	Lindaraja, L. 97	Claude Debussy	Piano duet / Piano four hands	1901	1
1738	L'isle joyeuse, L. 106	Claude Debussy	Piano Sonata	1904	1
1739	Altenberg Lieder, Op. 4	Alban Berg	Lieder / Song	1912	1
1740	Violin Concerto	Ernest Bloch	Violin Concerto	1938	1
1741	Symphony No. 1 in E-flat Major	Alexander Borodin	Symphony	1867	1
1742	La Péri	Paul Dukas	Ballet	1911	1
1743	Serenade for Tenor, Horn and Strings, Op. 31	Benjamin Britten	Lieder / Song	1943	1
1744	Piano Sonata, H. 160	Frank Bridge	Piano Sonata	1924	1
1745	Enter Spring, H. 174	Frank Bridge	Symphonic Poem	1927	1
1746	Sieben Worte (Seven Words)	Sofia Gubaidulina	Unsorted Orchestral	1982	1
1747	Symphony No. 31 in D Major, Hob. I/31	Joseph Haydn	Symphony	1765	1
1748	An die Hoffnung, Op. 124	Max Reger	Lieder / Song	1912	1
1749	Piano Trio in D Major, Op. 22	Sergei Taneyev	Piano Trio	1908	1
1750	Cello Concerto, H. 72	Arthur Honegger	Cello Concerto	1929	1
1751	The Diary of One Who Disappeared	Leoš Janáček	Lieder / Song	1920	1
1752	Cello Concerto	William Walton	Cello Concerto	1956	1
1753	Trio Pathétique	Mikhail Glinka	Piano Trio	1832	1
1754	Prelude, Fugue, and Riffs	Leonard Bernstein	Unsorted Orchestral	1949	1
